hmdb_id;inchi;cid;bioactivity
HMDB0049099;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-34-37-40-43-46-52(55)58-49-51(60-54(57)48-45-42-39-36-31-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-26-23-20-17-14-11-8-5-2/h16,19-20,23,25,27,51H,4-15,17-18,21-22,24,26,28-50H2,1-3H3/b19-16-,23-20-,27-25-/t51-/m1/s1;131759908;no
HMDB0044715;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-34-37-40-43-46-52(55)58-49-51(60-54(57)48-45-42-39-36-31-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27,51H,4-6,8-9,11-15,17-18,20-24,26,28-50H2,1-3H3/b10-7-,19-16-,27-25-/t51-/m1/s1;131755759;no
HMDB0043062;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h16,19,25,27,32,35,51H,4-15,17-18,20-24,26,28-31,33-34,36-50H2,1-3H3/b19-16-,27-25-,35-32-/t51-/m0/s1;131754192;no
HMDB0011708;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h16,19,25-28,51H,4-15,17-18,20-24,29-50H2,1-3H3/b19-16-,27-25-,28-26-/t51-/m0/s1;131750653;no
HMDB0043235;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h16,19-20,23,25,27,51H,4-15,17-18,21-22,24,26,28-50H2,1-3H3/b19-16-,23-20-,27-25-/t51-/m0/s1;131754362;no
HMDB0043403;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h17,19-20,22,26,28,51H,4-16,18,21,23-25,27,29-50H2,1-3H3/b20-17-,22-19-,28-26-/t51-/m0/s1;131754524;no
HMDB0043404;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h17,20,25-28,51H,4-16,18-19,21-24,29-50H2,1-3H3/b20-17-,27-25-,28-26-/t51-/m0/s1;131754525;no
HMDB0043426;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h17,20,26,28,33,36,51H,4-16,18-19,21-25,27,29-32,34-35,37-50H2,1-3H3/b20-17-,28-26-,36-33-/t51-/m0/s1;131754546;no
HMDB0011704;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27,51H,4-6,8-9,11-15,17-18,20-24,26,28-50H2,1-3H3/b10-7-,19-16-,27-25-/t51-/m0/s1;131750649;no
HMDB0043629;InChI=1S/C54H98O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,28,51H,4-7,9-10,12-16,18-19,21-25,27,29-50H2,1-3H3/b11-8-,20-17-,28-26-/t51-/m0/s1;131754749;no
HMDB0047892;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-23-24-25-26-27-28-29-30-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-33-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-20-17-14-11-8-5-2/h14-15,17-18,23-24,52H,4-13,16,19-22,25-51H2,1-3H3/b17-14-,18-15-,24-23-/t52-/m0/s1;131758733;no
HMDB0048046;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-23-24-25-26-27-28-29-30-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-20-17-14-11-8-5-2)51-60-54(57)48-45-42-39-36-33-21-18-15-12-9-6-3/h14-15,17-18,23-24,52H,4-13,16,19-22,25-51H2,1-3H3/b17-14-,18-15-,24-23-;131758887;no
HMDB0047914;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-30-23-20-17-14-11-8-5-2/h15,18,20,23-25,52H,4-14,16-17,19,21-22,26-51H2,1-3H3/b18-15-,23-20-,25-24-/t52-/m0/s1;131758755;no
HMDB0047783;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-30-23-20-17-14-11-8-5-2/h15-16,18-19,24-25,52H,4-14,17,20-23,26-51H2,1-3H3/b18-15-,19-16-,25-24-/t52-/m0/s1;131758625;no
HMDB0042321;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-30-23-20-17-14-11-8-5-2/h16,19-20,23-25,52H,4-15,17-18,21-22,26-51H2,1-3H3/b19-16-,23-20-,25-24-/t52-/m0/s1;131753463;no
HMDB0048572;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-23-20-17-14-11-8-5-2/h15,18,20,23-25,52H,4-14,16-17,19,21-22,26-51H2,1-3H3/b18-15-,23-20-,25-24-/t52-/m0/s1;131759399;no
HMDB0044043;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-23-20-17-14-11-8-5-2/h15-16,18-19,24-25,52H,4-14,17,20-23,26-51H2,1-3H3/b18-15-,19-16-,25-24-/t52-/m0/s1;131755130;no
HMDB0048425;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-23-20-17-14-11-8-5-2/h16,19-20,23-25,52H,4-15,17-18,21-22,26-51H2,1-3H3/b19-16-,23-20-,25-24-/t52-/m0/s1;131759262;no
HMDB0048024;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-23-20-17-14-11-8-5-2/h15,18,20,23-25,52H,4-14,16-17,19,21-22,26-51H2,1-3H3/b18-15-,23-20-,25-24-/t52-/m0/s1;131758865;no
HMDB0044394;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-23-20-17-14-11-8-5-2/h15-16,18-19,24-25,52H,4-14,17,20-23,26-51H2,1-3H3/b18-15-,19-16-,25-24-/t52-/m1/s1;131755451;no
HMDB0042669;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-25-26-27-28-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-23-20-17-14-11-8-5-2/h16,19-20,23-25,52H,4-15,17-18,21-22,26-51H2,1-3H3/b19-16-,23-20-,25-24-/t52-/m0/s1;131753806;no
HMDB0045870;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,28,52H,4-14,16,19,21-24,26-27,29-51H2,1-3H3/b18-15-,20-17-,28-25-/t52-/m1/s1;56938582;no
HMDB0047935;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h15,18,20,23-24,26,52H,4-14,16-17,19,21-22,25,27-51H2,1-3H3/b18-15-,23-20-,26-24-/t52-/m0/s1;131758776;no
HMDB0047958;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h15,18,24-26,28,52H,4-14,16-17,19-23,27,29-51H2,1-3H3/b18-15-,26-24-,28-25-/t52-/m0/s1;131758799;no
HMDB0047803;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h15-16,18-19,24,26,52H,4-14,17,20-23,25,27-51H2,1-3H3/b18-15-,19-16-,26-24-/t52-/m0/s1;131758645;no
HMDB0042169;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h16,19,24,26,29-30,52H,4-15,17-18,20-23,25,27-28,31-51H2,1-3H3/b19-16-,26-24-,30-29-/t52-/m0/s1;131753311;no
HMDB0042378;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h16,19,24-26,28,52H,4-15,17-18,20-23,27,29-51H2,1-3H3/b19-16-,26-24-,28-25-/t52-/m0/s1;131753516;no
HMDB0042348;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h16,19-20,23-24,26,52H,4-15,17-18,21-22,25,27-51H2,1-3H3/b19-16-,23-20-,26-24-/t52-/m0/s1;131753490;no
HMDB0042522;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h17,20,24-26,28,52H,4-16,18-19,21-23,27,29-51H2,1-3H3/b20-17-,26-24-,28-25-/t52-/m0/s1;131753659;no
HMDB0042545;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h17,20,25,28,34,37,52H,4-16,18-19,21-24,26-27,29-33,35-36,38-51H2,1-3H3/b20-17-,28-25-,37-34-/t52-/m0/s1;131753682;no
HMDB0042163;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h24,26,29-30,36,39,52H,4-23,25,27-28,31-35,37-38,40-51H2,1-3H3/b26-24-,30-29-,39-36-/t52-/m0/s1;131753305;no
HMDB0042755;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h8,11,17,20,25,28,52H,4-7,9-10,12-16,18-19,21-24,26-27,29-51H2,1-3H3/b11-8-,20-17-,28-25-/t52-/m0/s1;131753892;no
HMDB0045670;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,28,52H,4-14,16,19,21-24,26-27,29-51H2,1-3H3/b18-15-,20-17-,28-25-/t52-/m1/s1;131756654;no
HMDB0049221;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h15,18,20,23-24,26,52H,4-14,16-17,19,21-22,25,27-51H2,1-3H3/b18-15-,23-20-,26-24-/t52-/m0/s1;131760022;no
HMDB0049842;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h15,18,24-26,28,52H,4-14,16-17,19-23,27,29-51H2,1-3H3/b18-15-,26-24-,28-25-/t52-/m0/s1;131760624;no
HMDB0044871;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h15-16,18-19,24,26,52H,4-14,17,20-23,25,27-51H2,1-3H3/b18-15-,19-16-,26-24-/t52-/m0/s1;131755892;no
HMDB0044683;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h16,19,24,26,29,31,52H,4-15,17-18,20-23,25,27-28,30,32-51H2,1-3H3/b19-16-,26-24-,31-29-/t52-/m0/s1;131755728;no
HMDB0049708;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h16,19,24-26,28,52H,4-15,17-18,20-23,27,29-51H2,1-3H3/b19-16-,26-24-,28-25-/t52-/m0/s1;131760503;no
HMDB0049080;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h16,19-20,23-24,26,52H,4-15,17-18,21-22,25,27-51H2,1-3H3/b19-16-,23-20-,26-24-/t52-/m0/s1;131759889;no
HMDB0050304;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h17,20,24-26,28,52H,4-16,18-19,21-23,27,29-51H2,1-3H3/b20-17-,26-24-,28-25-/t52-/m1/s1;131761056;no
HMDB0045489;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h17,20,25,28,33,35,52H,4-16,18-19,21-24,26-27,29-32,34,36-51H2,1-3H3/b20-17-,28-25-,35-33-/t52-/m1/s1;131756490;no
HMDB0044677;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h24,26,29,31,36,39,52H,4-23,25,27-28,30,32-35,37-38,40-51H2,1-3H3/b26-24-,31-29-,39-36-/t52-/m0/s1;131755723;no
HMDB0045496;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h8,11,17,20,25,28,52H,4-7,9-10,12-16,18-19,21-24,26-27,29-51H2,1-3H3/b11-8-,20-17-,28-25-/t52-/m1/s1;131756497;no
HMDB0047824;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,28,52H,4-14,16,19,21-24,26-27,29-51H2,1-3H3/b18-15-,20-17-,28-25-/t52-/m0/s1;131758666;no
HMDB0047979;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h15,18,20,23-24,26,52H,4-14,16-17,19,21-22,25,27-51H2,1-3H3/b18-15-,23-20-,26-24-/t52-/m0/s1;131758820;no
HMDB0047980;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h15,18,24-26,28,52H,4-14,16-17,19-23,27,29-51H2,1-3H3/b18-15-,26-24-,28-25-/t52-/m0/s1;131758821;no
HMDB0045131;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h15-16,18-19,24,26,52H,4-14,17,20-23,25,27-51H2,1-3H3/b18-15-,19-16-,26-24-/t52-/m1/s1;131756136;no
HMDB0042604;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h16,19,24,26,29,31,52H,4-15,17-18,20-23,25,27-28,30,32-51H2,1-3H3/b19-16-,26-24-,31-29-/t52-/m0/s1;131753741;no
HMDB0042581;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h16,19,24-26,28,52H,4-15,17-18,20-23,27,29-51H2,1-3H3/b19-16-,26-24-,28-25-/t52-/m0/s1;131753718;no
HMDB0042580;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h16,19-20,23-24,26,52H,4-15,17-18,21-22,25,27-51H2,1-3H3/b19-16-,23-20-,26-24-/t52-/m0/s1;131753717;no
HMDB0042406;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h17,20,24-26,28,52H,4-16,18-19,21-23,27,29-51H2,1-3H3/b20-17-,26-24-,28-25-/t52-/m0/s1;131753543;no
HMDB0042197;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h17,20,25,28,33,36,52H,4-16,18-19,21-24,26-27,29-32,34-35,37-51H2,1-3H3/b20-17-,28-25-,36-33-/t52-/m0/s1;131753339;no
HMDB0042424;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h24,26,29,31,37,40,52H,4-23,25,27-28,30,32-36,38-39,41-51H2,1-3H3/b26-24-,31-29-,40-37-/t52-/m0/s1;131753561;no
HMDB0042204;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-30-28-25-23-20-17-14-11-8-5-2/h8,11,17,20,25,28,52H,4-7,9-10,12-16,18-19,21-24,26-27,29-51H2,1-3H3/b11-8-,20-17-,28-25-/t52-/m0/s1;131753346;no
HMDB0044068;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h16,19,21,24-26,52H,4-15,17-18,20,22-23,27-51H2,1-3H3/b19-16-,24-21-,26-25-/t52-/m0/s1;131755148;no
HMDB0043901;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h16,19,25-26,28,31,52H,4-15,17-18,20-24,27,29-30,32-51H2,1-3H3/b19-16-,26-25-,31-28-/t52-/m0/s1;131755004;no
HMDB0048466;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h16,19-20,23,25-26,52H,4-15,17-18,21-22,24,27-51H2,1-3H3/b19-16-,23-20-,26-25-/t52-/m0/s1;131759301;no
HMDB0043895;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h25-26,28,31,36,39,52H,4-24,27,29-30,32-35,37-38,40-51H2,1-3H3/b26-25-,31-28-,39-36-/t52-/m0/s1;131754999;no
HMDB0044333;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2)51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3/h16,19,25-26,28,31,52H,4-15,17-18,20-24,27,29-30,32-51H2,1-3H3/b19-16-,26-25-,31-28-;131755391;no
HMDB0044311;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2)51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3/h16,19-20,23,25-26,52H,4-15,17-18,21-22,24,27-51H2,1-3H3/b19-16-,23-20-,26-25-/t52-/m1/s1;131755369;no
HMDB0048655;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2)51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3/h20-21,23-26,52H,4-19,22,27-51H2,1-3H3/b23-20-,24-21-,26-25-;131759473;no
HMDB0044165;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-34-37-40-43-46-49-55(58)61-52(50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2)51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3/h25-26,28,31,37,40,52H,4-24,27,29-30,32-36,38-39,41-51H2,1-3H3/b26-25-,31-28-,40-37-;131755233;no
HMDB0044896;InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-27-30-32-35-38-41-44-47-53(56)59-50-52(61-55(58)49-46-43-40-37-34-29-24-21-18-15-12-9-6-3)51-60-54(57)48-45-42-39-36-33-31-28-26-23-20-17-14-11-8-5-2/h16,19,21,24-25,27,52H,4-15,17-18,20,22-23,26,28-51H2,1-3H3/b19-16-,24-21-,27-25-/t52-/m1/s1;131755915;no
